Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Hero Splender iSmart,2015,0.4,0.54,14000,Petrol,Individual,Manual
potohar,2016,6.25,7.6,7000,Petrol,Dealer,Manual
swift,2011,3.0,4.99,20000,Petrol,Dealer,Manual
fortuner,2012,14.5,30.61,89000,Diesel,Dealer,Automatic
yamaha ybr 125g 220,2017,0.75,0.95,3500,Petrol,Individual,Manual
Honda CB Hornet 160R,2017,0.8,0.87,3000,Petrol,Individual,Manual
vitz,2012,3.1,5.98,51439,Diesel,Dealer,Manual
ek wagon,2013,4.0,4.6,30000,Petrol,Dealer,Manual
Honda CB Hornet 160R,2016,0.6,0.87,15000,Petrol,Individual,Manual
sonata,2012,5.2,9.4,71000,Diesel,Dealer,Manual
yamaha ybr 125g 150 street,2016,0.6,0.8,20000,Petrol,Individual,Manual
baleno,2016,5.85,7.87,24524,Petrol,Dealer,Automatic
fx,2015,1.15,1.47,17000,Petrol,Individual,Manual
city,2016,10.25,13.6,49562,Petrol,Dealer,Manual
city,2016,10.11,13.6,10980,Petrol,Dealer,Manual
sonata,2014,6.45,9.4,45078,Petrol,Dealer,Manual
city,2015,7.5,10.0,27600,Petrol,Dealer,Manual
elantra,2017,5.75,7.13,12479,Petrol,Dealer,Manual
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual
hondaDiscover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual
yamaha ybr 125g 150 street,2016,0.6,0.8,20000,Petrol,Individual,Manual
mg hs,2017,19.75,23.15,11000,Petrol,Dealer,Automatic
Honda 125,2016,1.05,1.26,5700,Petrol,Individual,Manual
mg hs,2015,12.5,13.46,38000,Diesel,Dealer,Manual
corolla altis,2013,7.05,18.61,45000,Petrol,Dealer,Manual
city,2015,8.65,13.6,24800,Petrol,Dealer,Manual
Honda Karizma,2010,0.31,1.05,213000,Petrol,Individual,Manual
city,2016,8.35,9.4,19434,Diesel,Dealer,Manual
sonata,2013,4.8,9.4,60241,Petrol,Dealer,Manual
Yamaha FZ  v 2.0,2016,0.6,0.84,25000,Petrol,Individual,Manual
unique 150,2008,0.25,0.75,26000,Petrol,Individual,Manual
dzire,2014,5.5,8.06,45000,Diesel,Dealer,Manual
city,2015,6.7,10.0,18828,Petrol,Dealer,Manual
Yamaha FZ S V 2.0,2015,0.55,0.84,58000,Petrol,Individual,Manual
sonata,2014,6.45,9.4,45078,Petrol,Dealer,Manual
hero xoom 110 3g,2008,0.17,0.52,500000,Petrol,Individual,Automatic
pridorR 180,2011,0.5,0.826,6000,Petrol,Individual,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
fx,2015,1.15,1.47,17000,Petrol,Individual,Manual
corolla altis,2017,17.0,18.64,8700,Petrol,Dealer,Manual
dzire,2014,5.5,8.06,45000,Diesel,Dealer,Manual
Honda CBY 135 LS,2014,0.4,0.64,13700,Petrol,Individual,Manual
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual
Honda CBR 150,2014,0.65,1.2,23500,Petrol,Individual,Manual
fx,2015,1.1,1.9,14000,Petrol,Individual,Manual
Yamaha FZ S ,2012,0.4,0.83,5500,Petrol,Individual,Manual
hondaDiscover 125,2011,0.15,0.57,35000,Petrol,Individual,Manual
Honda CBR 150,2013,0.6,1.2,32000,Petrol,Individual,Manual
potohar,2016,6.25,7.6,7000,Petrol,Dealer,Manual
land cruiser,2010,35.0,92.6,78000,Diesel,Dealer,Manual
fortuner,2013,16.0,30.61,135000,Diesel,Individual,Automatic
fx,2013,1.1,1.47,33000,Petrol,Individual,Manual
city,2015,8.4,13.6,34000,Petrol,Dealer,Manual
city,2013,5.0,9.9,56701,Petrol,Dealer,Manual
amaze,2015,5.75,7.5,44000,Petrol,Dealer,Automatic
fortuner,2012,14.5,30.61,89000,Diesel,Dealer,Automatic
dayz,2015,5.25,5.7,24678,Petrol,Dealer,Manual
Hero Passion Pro,2016,0.45,0.55,1000,Petrol,Individual,Manual
bolan,2012,1.25,2.69,50000,Petrol,Dealer,Manual
ek wagon,2011,2.95,4.6,53460,Petrol,Dealer,Manual
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual
jazz,2010,2.25,7.5,61203,Petrol,Dealer,Manual
Yamaha FZ 16,2015,0.75,0.82,18000,Petrol,Individual,Manual
zxmco kpr 200,2012,0.45,0.99,14500,Petrol,Individual,Manual
city,2015,8.4,13.6,25000,Petrol,Dealer,Manual
swift,2011,3.0,4.99,20000,Petrol,Dealer,Manual
zxmco kpr 200,2012,0.5,0.99,13000,Petrol,Individual,Manual
unique 150,2006,0.1,0.75,92233,Petrol,Individual,Manual
ciaz,2016,8.75,8.89,20273,Diesel,Dealer,Manual
jazz,2017,6.5,8.7,21200,Petrol,Dealer,Manual
potohar,2010,3.25,6.79,58000,Diesel,Dealer,Manual
Honda CBR 150,2014,0.65,1.2,23500,Petrol,Individual,Manual
fortuner,2015,23.0,30.61,40000,Diesel,Dealer,Automatic
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual
Yamaha FZ 16,2015,0.75,0.82,18000,Petrol,Individual,Manual
city,2011,4.1,10.0,69341,Petrol,Dealer,Manual
dzire,2014,5.5,8.06,45780,Diesel,Dealer,Manual
mg hs,2016,20.75,25.39,29000,Diesel,Dealer,Automatic
amaze,2014,3.65,7.0,35000,Petrol,Dealer,Manual
mg hs,2005,3.49,13.46,197176,Diesel,Dealer,Manual
Honda CB Shine,2013,0.3,0.58,30000,Petrol,Individual,Manual
dayz,2015,4.4,5.7,28200,Petrol,Dealer,Manual
Hero Glamour,2013,0.25,0.57,18000,Petrol,Individual,Manual
Honda CB Hornet 160R,2017,0.75,0.87,11000,Petrol,Individual,Manual
Honda CB Hornet 160R,2017,0.8,0.87,3000,Petrol,Individual,Manual
mehran,2017,1.7,1.82,1400,Petrol,Individual,Manual
faw v2,2014,4.75,6.95,45000,Diesel,Dealer,Manual
sonata,2012,5.35,9.4,32322,Diesel,Dealer,Manual
santro,2015,2.75,4.43,28282,Petrol,Dealer,Manual
city,2014,6.25,13.6,40126,Petrol,Dealer,Manual
ciaz,2015,6.85,10.38,51000,Diesel,Dealer,Manual
sonata,2013,5.95,9.4,49000,Diesel,Dealer,Manual
yamaha ybr 125g 220,2016,0.72,0.95,500,Petrol,Individual,Manual
faw v2 gd,2015,4.75,7.85,40000,Diesel,Dealer,Manual
faw v2,2014,3.95,6.76,71000,Diesel,Dealer,Manual
ek wagon,2012,3.1,4.6,35775,Petrol,Dealer,Manual
fortuner,2017,33.0,36.23,6000,Diesel,Dealer,Automatic
picanto,2016,5.5,5.97,5600,Petrol,Dealer,Manual
changan alsvin,2010,2.65,7.98,41442,Petrol,Dealer,Manual
suzuki jimny,2018,9.25,9.83,2071,Diesel,Dealer,Manual
dayz,2015,5.25,5.7,24678,Petrol,Dealer,Manual
potohar,2017,7.9,8.1,3435,Petrol,Dealer,Manual
city,2017,11.5,12.5,9000,Diesel,Dealer,Manual
suzuki jimny,2018,9.25,9.83,2071,Diesel,Dealer,Manual
hero xoom 110 3g,2016,0.45,0.54,500,Petrol,Individual,Automatic
Honda ct 100,2015,0.18,0.32,35000,Petrol,Individual,Manual
yamaha ybr 125g 150 street,2016,0.6,0.8,20000,Petrol,Individual,Manual
sonata,2015,8.25,9.4,61381,Diesel,Dealer,Manual
Honda Dream Yuga ,2017,0.48,0.54,8600,Petrol,Individual,Manual
Hero  CBZ Xtreme,2008,0.2,0.787,50000,Petrol,Individual,Manual
